chr	gene	NAGn	SRIn	Y_Zn
chr1	STMN1	2	2	2
chr8	STMN2	9	9	9
chr20	STMN3	5	5	5
chr8	STMN4	4	4	4
chr9	STOM	9	9	9
chr15	STOML1	4	4	4
chr13	STOML3	5	5	5
chr2	STON1	2	2	2
chr2	STON1-GTF2A1L	6	6	6
chr14	STON2	19	19	19
chr10	STOX1	8	8	8
chr4	STOX2	22	22	22
chr15	STRA6	3	3	3
chr7	STRA8	6	6	6
chr9	STRBP	21	21	21
chr2	STRN	40	40	40
chr14	STRN3	15	15	15
chr19	STRN4	4	4	4
chr23	STS	7	7	7
chr11	STT3A	8	8	8
chr3	STT3B	8	8	8
chr16	STUB1	2	2	2
chr7	STX1A	2	2	2
chr12	STX2	16	16	16
chr11	STX3	2	2	2
chr1	STX6	9	9	9
chr6	STX7	15	15	15
chr17	STX8	53	53	53
chr19	STX10	2	2	2
chr6	STX11	2	2	2
chr1	STX12	3	3	3
chr20	STX16	6	6	6
chr9	STX17	10	10	10
chr4	STX18	21	21	21
chr3	STX19	2	2	2
chr9	STXBP1	9	9	9
chr19	STXBP2	6	6	6
chr1	STXBP3	4	4	4
chr17	STXBP4	19	19	19
chr6	STXBP5	14	14	14
chr3	STXBP5L	67	67	67
chr14	STXBP6	21	21	21
chr12	STYK1	6	6	6
chr14	STYX	13	13	13
chr7	STYXL1	6	6	6
chr5	SUB1	3	3	3
chr13	SUCLA2	26	26	26
chr2	SUCLG1	9	9	9
chr3	SUCLG2	34	34	34
chr12	SUDS3	5	5	5
chr10	SUFU	5	5	5
chr13	SUGT1	2	2	2
chr8	SULF1	64	64	64
chr20	SULF2	30	30	30
chr16	SULT1A1	4	4	4
chr16	SULT1A3	2	2	2
chr16	SULT1A4	2	2	2
chr4	SULT1B1	2	2	2
chr4	SULT1E1	6	6	6
chr19	SULT2B1	19	19	19
chr22	SULT4A1	5	5	5
chr2	SULT6B1	3	3	3
chr3	SUMF1	24	24	24
chr7	SUMF2	2	2	2
chr2	SUMO1	9	9	9
chr17	SUMO2	9	9	9
chr21	SUMO3	2	2	2
chr7	SUNC1	5	5	5
chr6	SUPT3H	49	49	49
chr19	SUPT5H	2	2	2
chr2	SUPT7L	2	2	2
chr14	SUPT16H	13	13	13
chr10	SUPV3L1	11	11	11
chr9	SURF4	2	2	2
chr9	SURF6	2	2	2
chr9	SUSD1	14	14	14
chr22	SUSD2	2	2	2
chr9	SUSD3	4	4	4
chr1	SUSD4	17	17	17
chr3	SUSD5	12	12	12
chr23	SUV39H1	2	2	2
chr11	SUV420H1	2	2	2
chr17	SUZ12	6	6	6
chr15	SV2B	11	11	11
chr5	SV2C	50	50	50
chr9	SVEP1	18	18	18
chr10	SVIL	75	75	75
chr11	SVIP	3	3	3
chr12	SVOP	15	15	15
chr7	SVOPL	10	10	10
chr11	SWAP70	6	6	6
chr23	SYAP1	3	3	3
chr10	SYCE1	3	3	3
chr1	SYCP1	10	10	10
chr20	SYCP2	8	8	8
chr6	SYCP2L	9	9	9
chr19	SYDE1	3	3	3
chr1	SYDE2	11	11	11
chr1	SYF2	2	2	2
chr9	SYK	9	9	9
chr19	SYMPK	8	8	8
chr23	SYN1	7	7	7
chr3	SYN2	24	24	24
chr22	SYN3	46	46	46
chr1	SYNC1	3	3	3
chr6	SYNCRIP	2	2	2
chr6	SYNE1	97	97	97
chr14	SYNE2	41	41	41
chr6	SYNGAP1	6	6	6
chr22	SYNGR1	11	11	11
chr19	SYNGR4	4	4	4
chr21	SYNJ1	12	12	12
chr6	SYNJ2	22	22	22
chr14	SYNJ2BP	9	9	9
chr5	SYNPO	6	6	6
chr4	SYNPO2	26	26	26
chr3	SYNPR	98	98	98
chr7	SYPL1	5	5	5
chr1	SYPL2	6	6	6
chr20	SYS1	4	4	4
chr12	SYT1	48	48	48
chr1	SYT2	20	20	20
chr18	SYT4	2	2	2
chr1	SYT6	11	11	11
chr11	SYT7	3	3	3
chr11	SYT8	2	2	2
chr11	SYT9	50	50	50
chr12	SYT10	10	10	10
chr1	SYT11	2	2	2
chr11	SYT12	4	4	4
chr11	SYT13	8	8	8
chr1	SYT14	53	53	53
chr4	SYT14L	2	2	2
chr14	SYT16	20	20	20
chr16	SYT17	11	11	11
chr1	SYTL1	2	2	2
chr11	SYTL2	3	3	3
chr6	SYTL3	17	17	17
chr23	SYTL4	6	6	6
chr23	SYTL5	11	11	11
chr11	SYVN1	2	2	2
chr6	TAAR2	3	3	3
chr6	TAAR5	2	2	2
chr6	TAAR8	2	2	2
chr6	TAAR9	2	2	2
chr12	TAC3	2	2	2
chr17	TAC4	2	2	2
chr8	TACC1	9	9	9
chr10	TACC2	73	73	73
chr4	TACC3	3	3	3
chr2	TACR1	16	16	16
chr10	TACR2	2	2	2
chr4	TACR3	10	10	10
chr2	TACSTD1	2	2	2
chr1	TADA1L	7	7	7
chr17	TADA2L	28	28	28
chr3	TADA3L	2	2	2
chr23	TAF1	2	2	2
chr1	TAF1A	6	6	6
chr2	TAF1B	32	32	32
chr16	TAF1C	6	6	6
chr9	TAF1L	3	3	3
chr8	TAF2	7	7	7
chr10	TAF3	40	40	40
chr20	TAF4	16	16	16
chr18	TAF4B	45	45	45
chr10	TAF5	2	2	2
chr1	TAF5L	7	7	7
chr7	TAF6	2	2	2
chr23	TAF7L	3	3	3
chr6	TAF8	14	14	14
chr6	TAF11	5	5	5
chr1	TAF12	3	3	3
chr1	TAF13	2	2	2
chr17	TAF15	2	2	2
chr11	TAGLN	2	2	2
chr1	TAL1	2	2	2
chr11	TALDO1	3	3	3
chr2	TANC1	39	39	39
chr17	TANC2	15	15	15
chr2	TANK	21	21	21
chr12	TAOK3	34	34	34
chr6	TAP1	7	7	7
chr6	TAP2	22	22	22
chr6	TAPBP	2	2	2
chr12	TAPBPL	2	2	2
chr4	TAPT1	10	10	10
chr1	TARBP1	10	10	10
chr1	TARDBP	4	4	4
chr7	TARP	5	5	5
chr5	TARS	2	2	2
chr15	TARSL2	15	15	15
chr1	TAS1R1	2	2	2
chr1	TAS1R2	8	8	8
chr12	TAS2R8	2	2	2
chr12	TAS2R13	2	2	2
chr20	TASP1	32	32	32
chr8	TATDN1	19	19	19
chr3	TATDN2	3	3	3
chr1	TATDN3	4	4	4
chr7	TAX1BP1	11	11	11
chr4	TBC1D1	60	60	60
chr9	TBC1D2	11	11	11
chr15	TBC1D2B	8	8	8
chr17	TBC1D3	7	7	7
chr17	TBC1D3B	4	4	4
chr17	TBC1D3C	20	20	20
chr17	TBC1D3E	7	7	7
chr17	TBC1D3F	20	20	20
chr17	TBC1D3G	2	2	2
chr17	TBC1D3H	3	3	3
chr13	TBC1D4	36	36	36
chr3	TBC1D5	18	18	18
chr6	TBC1D7	5	5	5
chr2	TBC1D8	27	27	27
chr23	TBC1D8B	2	2	2
chr4	TBC1D9	22	22	22
chr5	TBC1D9B	6	6	6
chr22	TBC1D10A	3	3	3
chr11	TBC1D10C	2	2	2
chr10	TBC1D12	3	3	3
chr9	TBC1D13	2	2	2
chr4	TBC1D14	26	26	26
chr12	TBC1D15	8	8	8
chr17	TBC1D16	35	35	35
chr19	TBC1D17	4	4	4
chr4	TBC1D19	20	20	20
chr20	TBC1D20	7	7	7
chr22	TBC1D22A	79	79	79
chr6	TBC1D22B	8	8	8
chr3	TBC1D23	5	5	5
chr16	TBC1D24	3	3	3
chr23	TBC1D25	2	2	2
chr17	TBC1D29	2	2	2
chr5	TBCA	7	7	7
chr19	TBCB	2	2	2
chr3	TBCCD1	5	5	5
chr17	TBCD	28	28	28
chr1	TBCE	22	22	22
chr11	TBCEL	8	8	8
chr12	TBK1	21	21	21
chr17	TBKBP1	4	4	4
chr23	TBL1X	26	26	26
chr3	TBL1XR1	36	36	36
chr6	TBP	4	4	4
chr6	TBPL1	13	13	13
chr14	TBPL2	3	3	3
chr11	TBRG1	2	2	2
chr7	TBRG4	3	3	3
chr22	TBX1	3	3	3
chr12	TBX3	2	2	2
chr17	TBX4	3	3	3
chr12	TBX5	11	11	11
chr1	TBX15	18	18	18
chr6	TBX18	4	4	4
chr1	TBX19	8	8	8
chr17	TBX21	4	4	4
chr19	TBXA2R	3	3	3
chr7	TBXAS1	25	25	25
chr14	TC2N	11	11	11
chr8	TCEA1	4	4	4
chr20	TCEA2	2	2	2
chr1	TCEA3	3	3	3
chr23	TCEAL7	2	2	2
chr8	TCEB1	9	9	9
chr1	TCEB3	4	4	4
chr18	TCEB3B	2	2	2
chr18	TCEB3C	3	3	3
chr18	TCEB3CL	2	2	2
chr5	TCERG1	5	5	5
chr10	TCERG1L	62	62	62
chr19	TCF3	2	2	2
chr18	TCF4	48	48	48
chr5	TCF7	3	3	3
chr2	TCF7L1	22	22	22
chr10	TCF7L2	24	24	24
chr15	TCF12	67	67	67
chr20	TCF15	2	2	2
chr6	TCF19	6	6	6
chr22	TCF20	2	2	2
chr16	TCF25	7	7	7
chr20	TCFL5	3	3	3
chr12	TCHP	2	2	2
chr14	TCL1A	3	3	3
chr14	TCL1B	2	2	2
chr14	TCL6	11	11	11
chr11	TCN1	2	2	2
chr22	TCN2	4	4	4
chr5	TCOF1	5	5	5
chr6	TCP1	2	2	2
chr6	TCP10	4	4	4
chr21	TCP10L	2	2	2
chr6	TCP11	5	5	5
chr11	TCP11L1	4	4	4
chr12	TCP11L2	11	11	11
chr6	TCTE3	2	2	2
chr1	TCTEX1D1	8	8	8
chr3	TCTEX1D2	6	6	6
chr12	TCTN1	7	7	7
chr12	TCTN2	2	2	2
chr10	TCTN3	3	3	3
chr10	TD1	9	9	9
chr4	TDO2	4	4	4
chr14	TDP1	7	7	7
chr10	TDRD1	4	4	4
chr13	TDRD3	31	31	31
chr1	TDRD5	21	21	21
chr6	TDRD6	3	3	3
chr9	TDRD7	8	8	8
chr14	TDRD9	14	14	14
chr1	TDRD10	9	9	9
chr19	TDRD12	2	2	2
chr11	TEAD1	26	26	26
chr19	TEAD2	7	7	7
chr6	TEAD3	3	3	3
chr12	TEAD4	12	12	12
chr4	TEC	10	10	10
chr11	TECTA	33	33	33
chr10	TECTB	6	6	6
chr22	TEF	2	2	2
chr12	TEGT	2	2	2
chr9	TEK	40	40	40
chr17	TEKT1	6	6	6
chr1	TEKT2	2	2	2
chr17	TEKT3	4	4	4
chr16	TEKT5	20	20	20
chr16	TELO2	2	2	2
chr12	TENC1	2	2	2
chr16	TEPP	8	8	8
chr8	TERF1	12	12	12
chr16	TERF2IP	4	4	4
chr5	TERT	5	5	5
chr7	TES	6	6	6
chr12	TESC	14	14	14
chr1	TESK2	5	5	5
chr10	TET1	14	14	14
chr4	TET2	15	15	15
chr2	TET3	12	12	12
chr17	TEX2	6	6	6
chr15	TEX9	20	20	20
chr9	TEX10	7	7	7
chr23	TEX11	21	21	21
chr17	TEX14	12	12	12
chr8	TEX15	4	4	4
chr23	TEX28	2	2	2
chr19	TEX101	7	7	7
chr2	TEX261	4	4	4
chr3	TF	9	9	9
chr10	TFAM	3	3	3
chr6	TFAP2A	5	5	5
chr6	TFAP2B	9	9	9
chr6	TFAP2D	8	8	8
chr16	TFAP4	10	10	10
chr6	TFB1M	12	12	12
chr1	TFB2M	6	6	6
chr12	TFCP2	6	6	6
chr2	TFCP2L1	4	4	4
chr13	TFDP1	10	10	10
chr3	TFDP2	20	20	20
chr6	TFEB	4	4	4
chr7	TFEC	3	3	3
chr21	TFF1	5	5	5
chr21	TFF2	4	4	4
chr21	TFF3	2	2	2
chr3	TFG	4	4	4
chr22	TFIP11	12	12	12
chr2	TFPI	4	4	4
chr7	TFPI2	3	3	3
chr3	TFRC	4	4	4
chr8	TG	60	60	60
chr13	TGDS	2	2	2
chr2	TGFA	22	22	22
chr19	TGFB1	4	4	4
chr16	TGFB1I1	2	2	2
chr1	TGFB2	17	17	17
chr5	TGFBI	10	10	10
chr9	TGFBR1	21	21	21
chr3	TGFBR2	24	24	24
chr1	TGFBR3	37	37	37
chr2	TGFBRAP1	10	10	10
chr18	TGIF1	11	11	11
chr20	TGIF2	3	3	3
chr20	TGM2	8	8	8
chr20	TGM3	13	13	13
chr3	TGM4	2	2	2
chr20	TGM6	19	19	19
chr2	TGOLN2	3	3	3
chr8	TGS1	15	15	15
chr20	TH1L	3	3	3
chr2	THADA	39	39	39
chr12	THAP2	4	4	4
chr2	THAP4	7	7	7
chr4	THAP6	2	2	2
chr22	THAP7	2	2	2
chr19	THAP8	4	4	4
chr4	THAP9	3	3	3
chr15	THAP10	2	2	2
chr16	THAP11	2	2	2
chr20	THBD	2	2	2
chr15	THBS1	5	5	5
chr6	THBS2	7	7	7
chr1	THBS3	4	4	4
chr5	THBS4	21	21	21
chr19	THEG	2	2	2
chr6	THEM2	2	2	2
chr1	THEM4	3	3	3
chr8	THEX1	5	5	5
chr5	THG1L	3	3	3
chr18	THOC1	6	6	6
chr23	THOC2	21	21	21
chr22	THOC5	8	8	8
chr3	THOC7	3	3	3
chr19	THOP1	2	2	2
chr17	THRA	5	5	5
chr3	THRB	118	118	118
chr13	THSD1	6	6	6
chr14	THSD3	4	4	4
chr15	THSD4	65	65	65
chr7	THSD7A	143	143	143
chr2	THSD7B	99	99	99
chr2	THUMPD2	8	8	8
chr3	THUMPD3	3	3	3
chr10	TIAL1	2	2	2
chr21	TIAM1	63	63	63
chr6	TIAM2	28	28	28
chr19	TICAM1	3	3	3
chr5	TICAM2	6	6	6
chr5	TIFAB	2	2	2
chr2	TIGD1	2	2	2
chr4	TIGD4	6	6	6
chr5	TIGD6	2	2	2
chr5	TIMD4	5	5	5
chr14	TIMM9	2	2	2
chr1	TIMM17A	8	8	8
chr17	TIMM22	2	2	2
chr19	TIMM44	3	3	3
chr19	TIMM50	3	3	3
chr23	TIMP1	2	2	2
chr17	TIMP2	8	8	8
chr22	TIMP3	10	10	10
chr6	TINAG	12	12	12
chr3	TIPARP	2	2	2
chr1	TIPRL	5	5	5
chr15	TJP1	21	21	21
chr9	TJP2	7	7	7
chr19	TJP3	3	3	3
chr17	TK1	3	3	3
chr16	TK2	6	6	6
chr3	TKT	5	5	5
chr23	TKTL1	2	2	2
chr4	TKTL2	2	2	2
chr9	TLE1	16	16	16
chr19	TLE2	4	4	4
chr15	TLE3	6	6	6
chr9	TLE4	38	38	38
chr19	TLE6	3	3	3
chr2	TLK1	23	23	23
chr17	TLK2	9	9	9
chr4	TLL1	20	20	20
chr10	TLL2	32	32	32
chr9	TLN1	3	3	3
chr15	TLN2	27	27	27
chr4	TLR2	3	3	3
chr4	TLR3	6	6	6
chr9	TLR4	5	5	5
chr1	TLR5	3	3	3
chr4	TLR6	2	2	2
chr23	TLR7	3	3	3
chr23	TLR8	8	8	8
chr4	TLR10	3	3	3
chr10	TLX1	3	3	3
chr1	TM2D1	4	4	4
chr8	TM2D2	2	2	2
chr15	TM2D3	4	4	4
chr3	TM4SF4	6	6	6
chr3	TM4SF18	2	2	2
chr2	TM4SF20	3	3	3
chr15	TM6SF1	7	7	7
chr11	TM7SF2	2	2	2
chr12	TM7SF3	5	5	5
chr8	TM7SF4	5	5	5
chr14	TM9SF1	4	4	4
chr13	TM9SF2	24	24	24
chr10	TM9SF3	10	10	10
chr2	TMBIM1	3	3	3
chr12	TMBIM4	4	4	4
chr9	TMC1	28	28	28
chr20	TMC2	33	33	33
chr15	TMC3	7	7	7
chr16	TMC5	18	18	18
chr17	TMC6	2	2	2
chr16	TMC7	9	9	9
chr17	TMC8	2	2	2
chr3	TMCC1	18	18	18
chr1	TMCC2	3	3	3
chr12	TMCC3	14	14	14
chr1	TMCO1	5	5	5
chr13	TMCO3	12	12	12
chr1	TMCO4	12	12	12
chr15	TMCO5A	8	8	8
chr5	TMCO6	2	2	2
chr16	TMCO7	7	7	7
chr12	TMED2	3	3	3
chr1	TMED5	3	3	3
chr5	TMED7	2	2	2
chr14	TMED8	8	8	8
chr5	TMED9	2	2	2
chr14	TMED10	9	9	9
chr9	TMEFF1	7	7	7
chr2	TMEFF2	29	29	29
chr21	TMEM1	19	19	19
chr9	TMEM2	23	23	23
chr12	TMEM5	9	9	9
chr1	TMEM9	2	2	2
chr11	TMEM9B	2	2	2
chr17	TMEM11	2	2	2
chr6	TMEM14A	3	3	3
chr6	TMEM14B	2	2	2
chr6	TMEM14C	2	2	2
chr11	TMEM16A	15	15	15
chr12	TMEM16B	106	106	106
chr11	TMEM16C	64	64	64
chr12	TMEM16D	60	60	60
chr12	TMEM16F	23	23	23
chr2	TMEM16G	6	6	6
chr19	TMEM16H	2	2	2
chr3	TMEM16K	17	17	17
chr2	TMEM17	2	2	2
chr2	TMEM18	3	3	3
chr12	TMEM19	6	6	6
chr3	TMEM22	3	3	3
chr11	TMEM25	2	2	2
chr10	TMEM26	4	4	4
chr6	TMEM30A	5	5	5
chr4	TMEM33	2	2	2
chr23	TMEM35	2	2	2
chr2	TMEM37	2	2	2
chr19	TMEM38A	3	3	3
chr9	TMEM38B	21	21	21
chr3	TMEM39A	3	3	3
chr1	TMEM39B	8	8	8
chr3	TMEM41A	3	3	3
chr11	TMEM41B	4	4	4
chr3	TMEM43	2	2	2
chr3	TMEM44	3	3	3
chr3	TMEM45A	16	16	16
chr11	TMEM45B	13	13	13
chr23	TMEM47	3	3	3
chr1	TMEM48	15	15	15
chr17	TMEM49	25	25	25
chr1	TMEM50A	2	2	2
chr21	TMEM50B	3	3	3
chr1	TMEM51	10	10	10
chr1	TMEM53	3	3	3
chr1	TMEM54	2	2	2
chr8	TMEM55A	4	4	4
chr1	TMEM56	19	19	19
chr1	TMEM57	2	2	2
chr1	TMEM59	3	3	3
chr19	TMEM59L	2	2	2
chr1	TMEM61	3	3	3
chr15	TMEM62	4	4	4
chr6	TMEM63B	4	4	4
chr14	TMEM63C	21	21	21
chr8	TMEM65	12	12	12
chr8	TMEM67	8	8	8
chr8	TMEM68	4	4	4
chr8	TMEM70	4	4	4
chr8	TMEM71	3	3	3
chr8	TMEM74	2	2	2
chr1	TMEM77	4	4	4
chr1	TMEM79	2	2	2
chr11	TMEM80	2	2	2
chr1	TMEM81	2	2	2
chr15	TMEM85	3	3	3
chr15	TMEM87A	13	13	13
chr14	TMEM90A	2	2	2
chr19	TMEM91	9	9	9
chr17	TMEM93	2	2	2
chr17	TMEM100	4	4	4
chr17	TMEM104	19	19	19
chr17	TMEM105	3	3	3
chr17	TMEM106A	2	2	2
chr7	TMEM106B	3	3	3
chr17	TMEM107	2	2	2
chr3	TMEM108	41	41	41
chr3	TMEM110	6	6	6
chr3	TMEM111	2	2	2
chr3	TMEM115	2	2	2
chr12	TMEM116	3	3	3
chr12	TMEM117	87	87	87
chr12	TMEM119	3	3	3
chr7	TMEM120A	2	2	2
chr12	TMEM120B	2	2	2
chr14	TMEM121	2	2	2
chr11	TMEM123	7	7	7
chr11	TMEM126A	2	2	2
chr11	TMEM126B	3	3	3
chr4	TMEM128	3	3	3
chr7	TMEM130	5	5	5
chr2	TMEM131	3	3	3
chr12	TMEM132B	45	45	45
chr12	TMEM132D	178	178	178
chr17	TMEM132E	10	10	10
chr11	TMEM134	2	2	2
chr11	TMEM135	49	49	49
chr11	TMEM136	3	3	3
chr11	TMEM138	2	2	2
chr7	TMEM139	2	2	2
chr7	TMEM140	3	3	3
chr9	TMEM141	2	2	2
chr19	TMEM143	7	7	7
chr19	TMEM145	2	2	2
chr19	TMEM146	4	4	4
chr19	TMEM147	3	3	3
chr19	TMEM149	2	2	2
chr2	TMEM150	2	2	2
chr11	TMEM151A	3	3	3
chr4	TMEM154	5	5	5
chr4	TMEM155	3	3	3
chr4	TMEM156	12	12	12
chr16	TMEM159	6	6	6
chr19	TMEM161A	4	4	4
chr5	TMEM161B	2	2	2
chr2	TMEM163	46	46	46
chr23	TMEM164	6	6	6
chr4	TMEM165	9	9	9
chr5	TMEM167A	2	2	2
chr16	TMEM170A	5	5	5
chr6	TMEM170B	14	14	14
chr5	TMEM171	7	7	7
chr5	TMEM174	2	2	2
chr4	TMEM175	5	5	5
chr7	TMEM176A	3	3	3
chr2	TMEM178	6	6	6
chr10	TMEM180	3	3	3
chr6	TMEM181	15	15	15
chr2	TMEM182	38	38	38
chr1	TMEM183A	9	9	9
chr1	TMEM183B	9	9	9
chr7	TMEM184A	2	2	2
chr22	TMEM184B	21	21	21
chr4	TMEM184C	2	2	2
chr23	TMEM185A	5	5	5
chr20	TMEM189	8	8	8
chr20	TMEM189-UBE2V1	12	12	12
chr4	TMEM192	3	3	3
chr12	TMEM194A	3	3	3
chr7	TMEM195	55	55	55
chr7	TMEM196	3	3	3
chr2	TMEM198	2	2	2
chr15	TMEM202	5	5	5
chr9	TMEM203	2	2	2
chr16	TMEM204	5	5	5
chr1	TMEM206	12	12	12
chr3	TMEM207	2	2	2
chr7	TMEM209	4	4	4
chr7	TMEM213	2	2	2
chr6	TMEM217	8	8	8
chr16	TMEM219	2	2	2
chr17	TMEM220	3	3	3
chr3	TMF1	3	3	3
chr3	TMIE	4	4	4
chr19	TMIGD2	2	2	2
chr23	TMLHE	10	10	10
chr9	TMOD1	2	2	2
chr15	TMOD3	9	9	9
chr12	TMPO	11	11	11
chr21	TMPRSS2	15	15	15
chr21	TMPRSS3	3	3	3
chr11	TMPRSS4	15	15	15
chr11	TMPRSS5	9	9	9
chr22	TMPRSS6	15	15	15
chr3	TMPRSS7	11	11	11
chr19	TMPRSS9	2	2	2
chr4	TMPRSS11A	9	9	9
chr4	TMPRSS11B	4	4	4
chr4	TMPRSS11D	6	6	6
chr4	TMPRSS11E	5	5	5
chr4	TMPRSS11E2	5	5	5
chr4	TMPRSS11F	13	13	13
chr11	TMPRSS13	5	5	5
chr12	TMTC1	76	76	76
chr12	TMTC2	52	52	52
chr12	TMTC3	7	7	7
chr13	TMTC4	26	26	26
chr17	TMUB2	5	5	5
chr9	TNC	27	27	27
chr14	TNFAIP2	2	2	2
chr6	TNFAIP3	2	2	2
chr2	TNFAIP6	7	7	7
chr5	TNFAIP8	31	31	31
chr19	TNFAIP8L1	3	3	3
chr15	TNFAIP8L3	9	9	9
chr12	TNFRSF1A	3	3	3
chr1	TNFRSF1B	11	11	11
chr1	TNFRSF8	10	10	10
chr1	TNFRSF9	5	5	5
chr8	TNFRSF10A	6	6	6
chr8	TNFRSF10B	7	7	7
chr8	TNFRSF10D	5	5	5
chr18	TNFRSF11A	18	18	18
chr8	TNFRSF11B	15	15	15
chr16	TNFRSF12A	2	2	2
chr17	TNFRSF13B	7	7	7
chr13	TNFRSF19	17	17	17
chr6	TNFRSF21	10	10	10
chr1	TNFSF4	3	3	3
chr9	TNFSF8	9	9	9
chr19	TNFSF9	2	2	2
chr3	TNFSF10	4	4	4
chr13	TNFSF11	5	5	5
chr17	TNFSF12	3	3	3
chr17	TNFSF12-TNFSF13	3	3	3
chr13	TNFSF13B	8	8	8
chr19	TNFSF14	2	2	2
chr9	TNFSF15	2	2	2
chr1	TNFSF18	2	2	2
chr3	TNIK	61	61	61
chr5	TNIP1	22	22	22
chr4	TNIP2	3	3	3
chr4	TNIP3	8	8	8
chr17	TNK1	2	2	2
chr3	TNK2	8	8	8
chr8	TNKS	23	23	23
chr10	TNKS2	7	7	7
chr23	TNMD	2	2	2
chr1	TNN	16	16	16
chr1	TNNI1	3	3	3
chr1	TNNI3K	18	18	18
chr1	TNNT2	5	5	5
chr11	TNNT3	3	3	3
chr5	TNPO1	5	5	5
chr7	TNPO3	10	10	10
chr1	TNR	32	32	32
chr1	TNRC4	2	2	2
chr16	TNRC6A	7	7	7
chr22	TNRC6B	25	25	25
chr17	TNRC6C	15	15	15
chr7	TNRC18	15	15	15
chr2	TNS1	22	22	22
chr7	TNS3	53	53	53
chr17	TNS4	5	5	5
chr6	TNXB	36	36	36
chr22	TOB2	3	3	3
chr11	TOLLIP	5	5	5
chr22	TOM1	8	8	8
chr17	TOM1L1	10	10	10
chr17	TOM1L2	3	3	3
chr7	TOMM7	4	4	4
chr1	TOMM20	4	4	4
chr20	TOMM34	5	5	5
chr19	TOMM40	3	3	3
chr1	TOMM40L	2	2	2
chr3	TOMM70A	11	11	11
chr20	TOP1	12	12	12
chr8	TOP1MT	6	6	6
chr17	TOP2A	3	3	3
chr3	TOP2B	14	14	14
chr17	TOP3A	4	4	4
chr3	TOPBP1	18	18	18
chr9	TOPORS	2	2	2
chr1	TOR1AIP1	4	4	4
chr1	TOR1AIP2	2	2	2
chr9	TOR2A	2	2	2
chr1	TOR3A	2	2	2
chr8	TOX	57	57	57
chr20	TOX2	20	20	20
chr16	TOX3	20	20	20
chr14	TOX4	6	6	6
chr17	TP53	2	2	2
chr15	TP53BP1	9	9	9
chr1	TP53BP2	14	14	14
chr2	TP53I3	2	2	2
chr11	TP53I11	9	9	9
chr8	TP53INP1	5	5	5
chr20	TP53INP2	2	2	2
chr3	TP63	47	47	47
chr1	TP73	11	11	11
chr11	TPCN2	5	5	5
chr8	TPD52	15	15	15
chr6	TPD52L1	22	22	22
chr20	TPD52L2	4	4	4
chr11	TPH1	3	3	3
chr12	TPH2	11	11	11
chr12	TPI1	2	2	2
chr7	TPK1	8	8	8
chr15	TPM1	18	18	18
chr9	TPM2	4	4	4
chr1	TPM3	7	7	7
chr19	TPM4	5	5	5
chr6	TPMT	4	4	4
chr2	TPO	34	34	34
chr13	TPP2	9	9	9
chr1	TPR	10	10	10
chr3	TPRG1	16	16	16
chr1	TPRG1L	2	2	2
chr16	TPSD1	2	2	2
chr7	TPST1	4	4	4
chr22	TPST2	20	20	20
chr13	TPT1	2	2	2
chr20	TPX2	4	4	4
chr3	TR2IT1	4	4	4
chr22	TRABD	2	2	2
chr9	TRAF2	7	7	7
chr14	TRAF3	18	18	18
chr2	TRAF3IP1	3	3	3
chr6	TRAF3IP2	11	11	11
chr1	TRAF3IP3	3	3	3
chr1	TRAF5	10	10	10
chr11	TRAF6	9	9	9
chr3	TRAK1	7	7	7
chr2	TRAK2	3	3	3
chr6	TRAM2	21	21	21
chr16	TRAP1	7	7	7
chr23	TRAPPC2	5	5	5
chr19	TRAPPC6A	2	2	2
chr14	TRAPPC6B	4	4	4
chr3	TRAT1	8	8	8
chr10	TRDMT1	10	10	10
chr6	TRDN	53	53	53
chr11	TREH	5	5	5
chr6	TREML1	2	2	2
chr6	TREML4	7	7	7
chr6	TRERF1	30	30	30
chr12	TRHDE	89	89	89
chr8	TRHR	4	4	4
chr12	TRIAP1	2	2	2
chr2	TRIB2	5	5	5
chr20	TRIB3	3	3	3
chr4	TRIM2	27	27	27
chr11	TRIM3	5	5	5
chr11	TRIM5	6	6	6
chr11	TRIM6	5	5	5
chr11	TRIM6-TRIM34	10	10	10
chr5	TRIM7	2	2	2
chr10	TRIM8	2	2	2
chr14	TRIM9	10	10	10
chr6	TRIM10	4	4	4
chr1	TRIM11	2	2	2
chr13	TRIM13	7	7	7
chr9	TRIM14	2	2	2
chr6	TRIM15	3	3	3
chr17	TRIM16	2	2	2
chr17	TRIM16L	2	2	2
chr11	TRIM22	3	3	3
chr5	TRIM23	3	3	3
chr7	TRIM24	20	20	20
chr17	TRIM25	5	5	5
chr6	TRIM26	10	10	10
chr6	TRIM27	6	6	6
chr11	TRIM29	10	10	10
chr6	TRIM31	8	8	8
chr1	TRIM33	19	19	19
chr11	TRIM34	4	4	4
chr5	TRIM36	9	9	9
chr17	TRIM37	13	13	13
chr6	TRIM38	2	2	2
chr6	TRIM39	9	9	9
chr6	TRIM40	3	3	3
chr5	TRIM41	2	2	2
chr3	TRIM42	4	4	4
chr11	TRIM44	10	10	10
chr1	TRIM45	5	5	5
chr1	TRIM46	2	2	2
chr17	TRIM47	2	2	2
chr11	TRIM49	3	3	3
chr2	TRIM54	4	4	4
chr8	TRIM55	6	6	6
chr7	TRIM56	3	3	3
chr1	TRIM58	2	2	2
chr4	TRIM61	2	2	2
